"","PC1","PC2","PC3"
"42",-0.284663187465823,-0.276334348510558,-0.32457591430876
"43",-0.293241341534536,-0.240339355476431,-0.167327782515883
"44",-0.285329649374156,-0.273686636645085,-0.326548032815945
"45",-0.289899576899106,-0.25503131422611,-0.219352180712694
"46",-0.405368826593508,0.233968918734176,0.818698537520799
"47",-0.282686113735254,-0.285226018049282,-0.295759635994835
"48",-0.304463988742352,-0.19255321714365,-0.148472975261724
"49",-0.284085346098531,-0.279195696762441,-0.240271119022046
"50",-0.285911206689251,-0.271288020435102,-0.267048293388565
"51",-0.284517897870449,-0.276807766033401,-0.349583083395859
"52",-0.30252753885014,-0.201794703570579,-0.168564733078995
"53",-0.289592862556565,-0.255716104283159,-0.251174457046684
"54",-0.294506286201826,-0.23480456470411,-0.270874292518609
"55",-0.28924481026678,-0.257274367541311,-0.224987636182695
"56",-0.300174300028676,-0.211243127171777,-0.0488578104095675
"57",-0.283092052172358,-0.283461463464949,-0.225595560404896
"58",-0.285755599965193,-0.271956067035258,-0.255795288549881
"59",-0.284431586800477,-0.277670597708391,-0.24799240808381
"60",-0.315606659335483,-0.146318412388195,-0.161694382687586
"61",-0.294903464759666,-0.2331834051827,-0.224378711889726
"62",-0.283545497275087,-0.281548204140645,-0.243021467176255
"63",-0.283899565618533,-0.279833908662046,-0.248297868657275
"64",-0.299212506267517,-0.215517236746431,-0.220704457687197
"65",-0.284187734815724,-0.278609285585019,-0.292884394072311
"66",-0.310189230756186,-0.168160345395426,-0.225936770483439
"67",-0.282330200817708,-0.286810188465316,-0.262933448861674
"68",-0.296123863591125,-0.228029095900899,-0.183682918566697
"69",-0.287142772425601,-0.266301276645088,-0.208336405908056
"70",-0.306530575633311,-0.182956525363979,-0.425900119144516
"71",-0.28687019571094,-0.267133184466484,-0.281470523387754
"72",0.630726602037754,0.0348261876333107,-0.17117716860025
"73",0.627631386616163,0.0479651831611322,-0.10277715666379
"74",0.622742076356753,0.0684003873512463,0.0342797087151876
"75",0.610096340994928,0.122030786836585,0.207720679713531
"76",0.631680008330743,0.0309124219998946,-0.180491717075998
"77",0.628311943716293,0.0451276735444188,-0.157843115818764
"78",0.557031891145713,0.348427177944426,0.144649828741901
"79",0.573763255614475,0.276969588209111,0.260500706781701
"80",0.62852294444779,0.0442501733184386,-0.151796168071393
"81",0.629421559038867,0.0402664623325749,-0.129023871509044
"82",0.6274890469298,0.0488473566354208,-0.183311002437664
"83",0.625339289895757,0.0577928714724215,-0.104423042127085
"84",0.631735440101671,0.0306118244488971,-0.176810407458575
"85",0.625579830598193,0.0568440165260536,-0.143643350844212
"86",0.611863615137732,0.11514713466853,-0.0771712578020316
"87",0.631197218961128,0.032927648819265,-0.182044692291406
"88",0.61227654753676,0.113384669048522,0.0175929003705137
"89",0.588805689916686,0.212617402826799,0.340372254527944
"90",0.492651325234331,0.622313229011038,0.476906309854263
"91",0.629637166281163,0.039673081317972,-0.180219073522315
"92",0.632104853453371,0.0289640677093369,-0.150669286764932
"93",0.632371899244458,0.0277399411200202,-0.134222669252356
"94",0.627120235260187,0.0504865712732407,-0.193359637991102
"95",0.631016700826347,0.0337387846439403,-0.167293547567488
"96",0.624069245817738,0.0629677941756363,-0.0361693609470149
"97",0.319302310356014,1.35560694846719,2.80532786627137
"98",0.632305763606599,0.0280014257937788,-0.112086216671259
"99",0.631288359629064,0.032762906993884,-0.245512706520894
"100",0.479885240915653,0.6748506472202,1.09017276457295
"101",0.565563146919096,0.310086694228414,0.862783495137086
"102",0.632065851931548,0.0292484875702583,-0.161698368038961
"103",0.627865343335791,0.0474832952236282,-0.25571688703319
"104",0.629397240266504,0.0407765921593908,-0.241257251292693
"105",0.585981583034613,0.224441639890771,0.164861121279627
"106",0.70714069261483,0.0679977853521177,-0.169792414435797
"107",0.698226994301011,0.106092027307704,-0.186331500427472
"108",0.675535821886665,0.201993520460004,0.245142790389375
"109",0.707061526573303,0.0685653901481658,-0.179981829643872
"110",0.682810238068068,0.171362728014013,0.132088307696918
"111",0.70891180817347,0.0605571608455867,-0.131196320088317
"112",0.703730232568874,0.082500217553332,-0.174854082307098
"113",0.647143949788078,0.322480943710327,0.466695429630442
"114",0.696619728031726,0.112526834985965,0.0117874943225936
"115",0.672702612618201,0.214002316154787,0.22276849708608
"116",0.702251774325219,0.0890369365919906,-0.153561743994556
"117",0.689102531138046,0.1446535903661,0.0203719488297056
"118",0.708126066136396,0.0635890151173432,-0.0909715608426097
"119",0.702998011883938,0.0859043516762121,-0.158827506541382
"120",0.709952738645763,0.0562435453392945,-0.186962064609437
"121",0.494696619520633,0.970973095469975,1.63207714437457
"122",0.596791690320894,0.538005887184783,0.343907472628183
"123",0.706475057201635,0.0709206418853212,-0.139017467243871
"124",0.709351026892138,0.0587725665451137,-0.211241902212925
"125",0.701300705440808,0.0926599928171222,-0.0415385412872019
"126",0.691475682191631,0.135095704093,-0.137234258349095
"127",0.709718446700467,0.05715724435905,-0.232404170907554
"128",0.705582794792552,0.0746858959107723,-0.14524038144901
"129",0.699560651774852,0.100393918981274,-0.0993527545940598
"130",0.71049155419568,0.0535829409839869,-0.13687591536538
"131",0.571222451269554,0.646772378832332,0.956018066053318
"132",0.648841734517708,0.315735014261281,0.209112945854551
"133",0.0153301810801404,-0.154669464202169,-0.268255347517504
"134",0.00350814201441694,-0.104825882819259,-0.115149753899877
"135",-0.0617254276756816,0.172709492824818,0.204184136774833
"136",0.00678442012426316,-0.11863701685757,-0.155476115063129
"137",0.0189743938437872,-0.170125804943028,-0.277387345431736
"138",-0.0855094781079912,0.273818757735232,0.242523345901948
"139",0.0147169082800637,-0.152684073635485,-0.166104430786758
"140",0.00662603741445461,-0.118265969259382,-0.0842408454424731
"141",0.0186195827410924,-0.169086879468023,-0.236894483822397
"142",0.0139757015795511,-0.149723407327,-0.106885024108554
"143",0.0148237909872875,-0.153096744339162,-0.163965594671316
"144",-0.00931673023987267,-0.0499230347474916,-0.148304388315852
"145",0.0177289942688609,-0.165342018977017,-0.194988288941937
"146",0.0143856159703418,-0.1515257481469,-0.116101046893401
"147",0.0166256529031461,-0.160767600433491,-0.182818990789644
"148",0.0188937701876466,-0.170172516575207,-0.257450918816016
"149",0.0213344420778168,-0.180708178075545,-0.254416339322951
"150",-0.0340887203081781,0.0552159196350262,-0.0637686116888751
"151",0.0194460361696047,-0.17249366045762,-0.260373456042976
"152",-0.00291070810146461,-0.0774090646907923,-0.0487107730664592
"153",-0.184548253437697,0.693894330610796,0.900822712796519
"154",0.018925008995369,-0.170156363630127,-0.27141672849715
"155",0.0129116489773721,-0.144526049027427,-0.223444392101417
"156",0.0224967389681019,-0.185378602705998,-0.298098618423907
"157",0.0229856945138047,-0.187424738020807,-0.324612268925436
"158",0.0146609361087477,-0.152128761191355,-0.191444534782036
"159",-0.389492499790935,1.56330269201345,3.07113587326455
"160",0.0215375884868985,-0.18165296478392,-0.225304953055622
"161",0.0172114459208588,-0.163447381503875,-0.161174768476531
"162",0.0160854133707148,-0.15810355252355,-0.319272423396896
"163",0.0105342651353751,-0.134579643026952,-0.176572945668482
"164",-0.0402575569078429,0.0785811528741112,0.612176781374095
"165",-0.0182319281766573,-0.012095391828465,-0.398105150868203
"166",0.0202201036376742,-0.175790023232925,-0.222982381794449
"167",-0.216295939994737,0.825121197082766,2.51789684053427
"168",-0.375443419784371,1.5092099454565,2.36861181726753
"169",-0.194967389733631,0.733298933338985,2.83884344992362
"170",0.00651952345387968,-0.118043753322293,-0.0658027170508867
"171",-0.036660288151203,0.0669051649063048,-0.466685218899285
"172",0.0154594070892946,-0.155784841247199,-0.191547180611873
"173",-0.00603864445238461,-0.0652332708713924,0.0990899750551027
"174",0.0158138642943785,-0.157478108957225,-0.154533303476362
"175",-0.0046123442057337,-0.0709725350954759,0.0656311095014621
"176",0.00898134733664393,-0.128634256977724,-0.065686999045638
"177",0.0200615274072276,-0.175263244857266,-0.21237293559249
"178",0.0177607087982382,-0.16538797757803,-0.244405030572868
"179",0.011945357396917,-0.141136687015016,-0.112888897492096
"180",-0.00205226067700786,-0.0820098399939294,0.0198331025782369
"181",-0.223968957041212,0.857622277455883,1.89213188980438
"182",0.0105871088718959,-0.135462393110682,-0.0668709139899475
"183",-0.0805656925946182,0.252657988288675,0.567291865166868
"184",-0.128571693079432,0.454628499928535,1.61496704059408
"185",-0.0202138247513149,-0.00400565609626302,-0.105222385353973
"186",-0.0653636295033511,0.187708001845155,0.0618954977489794
"187",-1.90672272679584,7.9927891583053,17.0280639213548
"188",0.0204403508140302,-0.176754799059454,-0.29485831609005
"189",-0.00306722966439605,-0.0777281882058492,0.0145706250247533
"190",0.0205313148929589,-0.177289637716222,-0.208219671767982
"191",-0.00775736439656078,-0.057870324824411,0.191953392545789
"192",-0.035794880907759,0.0611254887785699,0.513033987579209
"193",0.00192543057714369,-0.0989258601216404,0.00798131537369713
"194",0.00643224076870674,-0.117941257398516,-0.0458284379033348
"195",0.0125962039451341,-0.1438927093382,-0.140634343114424
"196",0.00703817402048992,-0.120317941681719,-0.096163977561235
"197",0.0144955347101408,-0.151808051922859,-0.163348068826566
"198",0.0115169387428483,-0.139087183911869,-0.175349330216244
"199",-0.126905856252459,0.448111865002472,0.849059041244475
"200",0.0190548344312527,-0.171128601139751,-0.202824119343422
"201",0.0151363718539115,-0.154386997384463,-0.201113736394061
"202",0.0172944447922636,-0.163688466852595,-0.19947761513426
"203",0.0151100543320806,-0.154332320085995,-0.144598553823851
"204",0.0162196820536443,-0.159213804251552,-0.150724242497856
"205",0.00930313962687787,-0.130109199525139,-0.0399785043847801
"206",0.0108901202786667,-0.136582539302056,-0.0813367172911111
"207",-0.0223783396395346,0.00379712998878934,0.336832076013858
"208",0.0151726500900828,-0.154677096448393,-0.169383847000276
"209",-0.0433685276898819,0.0964665779297021,-0.923076587860889
"210",-0.111219656861721,0.380746120430016,1.28809540233483
"211",-0.0626631738407763,0.174416601320052,0.776320477105372
"212",-0.00275302572515783,-0.078379473179203,0.0581285044734773
"213",-0.0454691491735702,0.103197367083695,0.109354925940123
"214",0.021027742228066,-0.179040032634288,-0.275142153374736
"215",-0.371487974632654,0.092973616638013,0.177930528199699
"216",-0.340440789285352,-0.03789239561954,-0.309078838704489
"217",-0.283652297534618,-0.280993664711028,-0.234758780085732
"218",-0.312925780975078,-0.157202181873437,0.144401717140791
"219",-0.284752255338457,-0.276305757885056,-0.258295467750675
"220",-0.291963702825233,-0.245173227615807,-0.29015098669102
"221",-0.286584146508697,-0.268662976243967,-0.208429264713783
"222",-0.283588879050938,-0.281352885046994,-0.219171703777662
"223",-0.288585731422642,-0.259336010820223,-0.445951886781453
"224",-0.2893282696939,-0.256253925545147,-0.408342250203865
"225",-0.332891479787611,-0.0719189054807871,0.122825257739799
"226",-0.286033618999506,-0.270507460751394,-0.267239902854187
"227",-0.288191800104013,-0.26135628216528,-0.299472965242635
"228",-0.326529617212249,-0.0973269179241474,-0.378826022939427
"229",-0.283019061088088,-0.283686135000058,-0.24752832702571
"230",-0.286073828653559,-0.270793126716225,-0.206315030987098
"231",-0.284685759109484,-0.276046776711122,-0.320204674588344
"232",-0.287175784891529,-0.265721212262795,-0.26300037653169
"233",-0.285509640035865,-0.272990199866983,-0.24737397236291
"234",-0.282061350696416,-0.287778804384981,-0.256035211937635
"235",-0.285279863924427,-0.274056417361272,-0.21875078937823
"236",-0.284381959758089,-0.277908492081554,-0.229919389442024
"237",-0.309232765740622,-0.17287964547287,0.0245211936727953
"238",-0.28274959843503,-0.284704486976161,-0.271852751585545
"239",-0.2824540594279,-0.286061198998948,-0.278045512600791
"240",-0.316202821672055,-0.143280274143203,0.188304866811015
"241",-0.330091982472881,-0.0835148953270983,-0.0065469517845429
"242",-0.28220389135711,-0.287059472814828,-0.265786194841564
"243",-0.284573055446385,-0.276628123206067,-0.307736824634275
"244",-0.291589514171172,-0.24707043408983,-0.157130015572007
"245",-0.28738938680944,-0.264717953058404,-0.26010039620419
"246",-0.28249063851007,-0.285991210911412,-0.250150858522468
"247",-0.286269904208306,-0.269607441968686,-0.264148426130903
"248",-0.291114529696804,-0.249456386626559,-0.132458395542316
"249",-0.30072030704379,-0.208524767398926,-0.075392192813406
"250",0.684222720301853,0.0475555389649242,-0.269539512297585
"251",0.665271898044751,0.127371939258256,0.112176538756107
"252",0.678200139971772,0.0729161618435962,-0.114075427335699
"253",0.394101911090382,1.27892312045846,2.08707871708443
"254",0.682513813326835,0.0546272336679348,-0.19470728110086
"255",0.68279550762919,0.0530787036929935,-0.0808427141930937
"256",0.672583208964456,0.0964772586609083,0.0237051920943776
"257",0.65672800166284,0.163369453756908,0.197523660853214
"258",0.684544438719943,0.0458198010749494,-0.151871894301731
"259",0.681294312620831,0.059656005286371,-0.10812267867801
"260",0.681293822883718,0.0599440210610631,-0.197447635333773
"261",0.684085546216732,0.0476470113931018,-0.10618851539384
"262",0.66103605843952,0.144902041515414,0.277628765266485
"263",0.649844070251743,0.193645657937097,0.0109213885736276
"264",0.652067498153456,0.183130834200535,0.340585603440427
"265",0.682402205607875,0.0549623464224822,-0.142786330400743
"266",0.587245643624321,0.458114935280248,0.951228486594821
"267",0.675310059505203,0.0852070040249735,-0.160479582062562
"268",0.684640677438767,0.0453966033173095,-0.151452419522206
"269",0.677435125495957,0.0761393298553384,-0.163273052650261
"270",0.669961195742624,0.108163933421722,-0.116496532782824
"271",0.675880431915016,0.0826622222257717,-0.104448826515058
"272",0.387616486697249,0.15375958384885,-0.227873596932073
"273",0.429553929202686,-0.025437406597972,-0.159304353043422
"274",0.40719982508556,0.0692816259153914,0.128472440967367
"275",0.431923587191778,-0.0354846915302502,-0.197092975850928
"276",0.426847539269514,-0.0138094284936212,-0.229912736506076
"277",0.426528881841192,-0.0125126341292969,-0.168733951765802
"278",0.360863953143451,0.267199266960676,-0.0142029210720724
"279",0.407852117524609,0.0672065251898378,-0.0727656236816867
"280",0.430499636039289,-0.0294448828417754,-0.196582454961272
"281",0.422663583974348,0.00359365419920238,-0.0928340934515975
"282",0.424777446150367,-0.00503190739739252,-0.166651108481531
"283",0.431539815212096,-0.0341528107668453,-0.149410887407308
"284",0.427821628584115,-0.0181716410588436,-0.154138301451879
"285",0.43175188010289,-0.034677935543458,-0.256493979453268
"286",0.68132305133949,0.0596433014997288,-0.135725606537162
"287",0.679661754725052,0.0668334682341198,-0.15939909650798
"288",0.662056219568619,0.141599998942711,-0.0447697857632277
"289",0.676539285393034,0.0801497532738342,-0.160500295390014
"290",0.683560748073932,0.050140395588546,-0.208675186220421
"291",0.677389009965729,0.0766190554974525,-0.178473322293241
"292",0.618859880074157,0.324144511540812,0.439980532405723
"293",0.678071925247642,0.0729793509271048,0.00371965345248617
"294",0.659718378229535,0.151920502695355,-0.23816570029189
"295",0.666592272313914,0.122756929820866,-0.253816131128328
"296",0.679529964983774,0.0669632151450226,-0.0966933596018555
"297",0.615694680404,0.337546336609071,0.603966356528857
"298",0.677332693136034,0.0768425576958373,-0.309102576530454
"299",0.632379257008546,0.266739759770242,0.349327585151238
"300",0.683899484721491,0.0483989929069963,-0.130697310886967
"301",0.659706243501985,0.150796837420303,0.131962158004865
"302",0.681028114705045,0.0605367139927447,-0.0935033389916958
"303",0.679334086657645,0.0684263652475152,-0.274723885840332
"304",0.638290341461259,0.242014047961506,0.230121124427169
"305",0.345564446255845,1.48497400321845,2.22455330270927
"306",0.681379005862363,0.0594531221663092,-0.172449861899217
"307",0.681840720598335,0.0572942159671318,-0.108378369651256
"308",0.524351410518357,0.0193966879204446,-0.169075144860742
"309",0.281293681292221,1.05356374535936,0.897130846971264
"310",0.478903409315457,0.212650164390022,0.0193227480017757
"311",0.529800553576121,-0.00401748300844172,-0.154387258028074
"312",0.512430574378024,0.0693342451367953,0.106342495014119
"313",0.519446760261802,0.0397502212442845,0.0258234353201451
"314",0.52249509325266,0.0278641570851219,-0.100715085288971
"315",0.517608895862993,0.0490059270330193,-0.109407687706935
"316",0.518053787038669,0.0476433089006528,-0.15704355765415
"317",0.489897379879093,0.165631025891527,0.098021161714213
"318",0.486575345594306,0.180073844828014,0.0808457490515321
"319",0.261220399743902,1.13812134235354,1.47434190726895
"320",0.511947408826791,0.0724226428929259,0.0101541693803728
"321",0.530617417595528,-0.00744588090437844,-0.157068772926372
"322",0.530891711443708,-0.00875372391401524,-0.169190700539789
"323",0.528969166543039,-0.000407450387628267,-0.179329152078497
"324",0.521958479904766,0.0295751583149732,-0.100599783235454
"325",0.530216115946306,-0.00559848746268465,-0.180943924309424
"326",0.529783882507578,-0.003907509889524,-0.176839402787195
"327",0.529266297409037,-0.00175574492218356,-0.145226038451268
"328",0.516840501742929,0.0509849388701561,-0.00972656568188234
"329",0.512009208704599,0.071249456977543,0.0837855776864606
"330",0.524235792755784,0.0193310380418509,-0.0819418478520547
"331",0.52969366127834,-0.0035942651199019,-0.160576871893885
"332",0.421627377987884,0.00798619893061254,0.0218437749214981
"333",0.429579252213197,-0.0253977649168334,-0.261064573189684
"334",0.418183105330126,0.0229845138594977,-0.100700321244686
"335",0.42830255152555,-0.020084606580344,-0.219666470216308
"336",0.407923430684007,0.0667445110976334,0.0104785223051619
"337",0.433583820328461,-0.0427329496769146,-0.21121963575884
"338",0.418790348903915,0.0205482164103075,-0.130348814398615
"339",0.43051632069221,-0.0296332925765478,-0.129306180075693
"340",0.432698089998886,-0.0389433583223919,-0.200085688953531
"341",0.41545165930899,0.0341312546176851,-0.071233597577281
"342",0.323413446427097,0.424773916008693,0.81971159484637
"343",0.433406147359841,-0.0419882542858488,-0.201524975501845
"344",0.426333058895901,-0.011706410328661,-0.22636521884394
"345",0.381718302482165,0.177848705327224,-0.0976607036156875
"346",0.432384793310854,-0.037287149700681,-0.236660936687615
"347",0.432149116286506,-0.0363658870792865,-0.208531130976042
"348",0.294828474076469,0.550251374897585,-0.451818666684401
"349",0.400362009356799,0.0986568748541587,0.0415639468337582
"350",0.433360542817304,-0.0416937655273594,-0.215027164720889
"351",0.427975057038814,-0.0189406025807712,-0.168493777237533
"352",0.42673067792577,-0.0132503877716487,-0.216623735957118
"353",0.375441565249611,0.205005456449822,0.0941587644909742
"354",-0.774488572889881,3.20363313986576,2.03784752046281
"355",-0.0723363911142973,0.213991379915787,1.07631482300237
"356",0.0203523256601345,-0.17664232983574,-0.20843854267997
"357",-0.249312518280327,0.965233559203134,2.6466125317548
"358",-0.215411162046988,0.824680975829203,1.06371521365853
"359",-0.0217329529681174,0.000734671796561459,0.336799010401425
"360",0.0115138781153052,-0.139140350783036,-0.128856824609494
"361",-0.0413162478992638,0.0841010420518494,0.456068017757499
"362",-0.0387492728939064,0.0734290701936923,0.229129246499377
"363",0.00441126983199059,-0.109517724746714,0.0340660645936127
"364",0.00932152297268204,-0.130037969965558,-0.0593577047820653
"365",-0.0147490261201255,-0.0278103838075774,-0.025682246456387
"366",0.0208553035440888,-0.178804104877435,-0.197936358979615
"367",-0.000214341184426452,-0.089501931576033,0.0721465474984261
"368",-0.0113237974994016,-0.042112293010693,0.0919940413910439
"369",0.0116244603581943,-0.139851370654269,-0.0775737987257533
"370",0.0202058874296866,-0.176013341293956,-0.191394179087753
"371",0.0212730563603163,-0.180434777049707,-0.260539651003636
"372",-0.0346815929666356,0.0560821521242985,0.364734967269079
"373",-0.0454400013168039,0.101827360549263,0.423878554158091
"374",-0.150258747786353,0.546707087484542,1.49723119729178
"375",0.00988628864627519,-0.132649300013548,-0.0506454847417138
"376",0.0172289740651313,-0.163314208101044,-0.19744150945061
"377",-0.00791540720807102,-0.0570364584512727,0.0105594818379962
"378",0.006240900662012,-0.117187434770507,-0.031092958447639
"379",0.000290640686817034,-0.0920286891253526,0.0338570014771909
"380",0.0100773953380399,-0.133081759680288,-0.108711407181941
"381",-0.00459893911552862,-0.0714984382783151,0.113625667068551
"382",0.0130479295473798,-0.145574460733041,-0.122010033667784
"383",-0.0572103714695753,0.154470028491972,-0.431024158407863
"384",-0.0122624145067179,-0.0391752176239003,0.155437405739569
"385",-0.0753300160943775,0.228138405329759,0.775903800225355
"386",-0.00237668959742762,-0.0791009207800521,-0.401876447364164
"387",-0.0169518419681902,-0.0193937245114876,0.341190065502077
"388",0.0102270139605567,-0.133701592846955,-0.128062349866999
"389",0.0121231654407831,-0.141851269289262,-0.135936049734625
"390",0.0118454801102946,-0.140550016951841,-0.134778447722471
"391",-0.191806736647386,0.720638695686983,1.75475907593898
"392",0.0125985735370851,-0.14397044793483,-0.100025909569901
"393",-0.0124192453861995,-0.0382205164684649,0.132437468288219
"394",-0.00758267018220397,-0.0589133785256062,0.125259041288578
"395",0.0206235239020753,-0.177680637898149,-0.23410368346098
"396",0.00255586659827432,-0.101099021185499,-0.0589243570370036
"397",-0.167860663838291,0.624402281984402,0.265270717097101
"398",-4.50207485756463,18.9727579781651,41.9599383677437
"399",-0.221178526861645,0.846457230597962,1.91511080723241
"400",0.0204826838707748,-0.176825171169715,-0.269343448439589
"401",0.0138359680580519,-0.149168132040428,-0.125206898366667
"402",0.00471410110165119,-0.110044815650305,-0.234115166286313
"403",0.00937290518831544,-0.130439248257575,-0.0580741514079392
"404",-0.094370717282403,0.307684635169073,1.24022290577619
"405",0.019610044412354,-0.173433010668568,-0.203391419027916
"406",0.0158619330522675,-0.157590979554432,-0.149494535538619
"407",0.00578376009918226,-0.114904279186566,-0.0775603845873252
"408",0.0166803742062613,-0.161054518556474,-0.182864567060104
"409",-0.0157075606194724,-0.0246221623265512,0.286506186169925
"410",-0.00100048538171747,-0.0861737048875064,-0.0145874732199667
"411",-0.0743255073561599,0.223814320544375,0.809126108587906
"412",0.0160106748947405,-0.158173195269285,-0.210200360642705
"413",0.00473298036895883,-0.110889094772558,0.0201815739404477
"414",0.00917111591859975,-0.129479320250044,-0.0778728034472053
"415",-0.0227254041198385,0.00513075767537234,0.46702546487334
"416",0.0168340744235315,-0.161499613035947,-0.240464812056633
"417",-0.0585735033850011,0.156685559445311,0.960020151262901
"418",-0.0138625459896345,-0.0314889826013748,0.148751678992619
"419",0.00493738979938721,-0.111432068068008,-0.0691787315436329
"420",-0.0321664053098977,0.0454839111237203,0.30847176060266
"421",0.00883848869391256,-0.128028035312143,-0.0714795265078922
"422",0.0115592746563045,-0.139291350540347,-0.140877683054955
"423",0.00634998607784263,-0.11733712464374,-0.0823969423921734
"424",0.00577180137455368,-0.115052449122175,-0.0386296382708475
"425",-0.0118607504635499,-0.0407250930270827,0.209286292655093
"426",0.00371914128542532,-0.104024232165527,-0.790966222329961
"427",0.00940621170392361,-0.130418220290635,-0.0542261439403834
"428",0.0164273076931981,-0.159873777399423,-0.203974119227976
"429",0.0051405014060434,-0.112329793100917,-0.0605391428295949
"430",-0.00621882687056237,-0.0644638074944009,0.125398952965593
"431",0.0196867859407437,-0.173514084554199,-0.277757148323702
"432",0.0171664900163866,-0.162671441987455,-0.229413048899577
"433",-0.0333179462477154,0.0507868132568543,0.23004703619193
"434",0.00215786093710742,-0.0998315790654717,0.0415899654150323
"435",-0.0231385788110106,0.00843411473122154,0.0980550312376899
"436",0.0172392396992954,-0.16364818998028,-0.152941211940827
"437",-0.00440463385531647,-0.0719269455268571,0.083306310746939
"438",-0.188777481907892,0.709814952285225,1.33630702494131
"439",-0.00752873987693234,-0.0587620433458024,0.189056929495208
"440",-0.000451946404710835,-0.0888828064674575,0.0737378116403844
"441",-0.0224129806547013,0.00373787592820746,0.437668325981285
"442",0.00400443983581951,-0.107850046112113,0.0447245354052586
"443",-0.0401160265306796,0.0793454773541153,0.425031058581482
"444",0.0187582556110046,-0.169583468199533,-0.298576917999903
"445",-0.0207960085196547,-0.00315308728218788,0.310296645947375
"446",-0.0113879417424748,-0.0426851983582757,0.136116762086879
"447",-0.0114015599693013,-0.0420728550546163,-0.0149001757515168
"448",0.0070749600297013,-0.120728744665506,-0.0466490192511338
"449",-0.175752413686073,0.656482399994989,0.625834331257354
"450",0.0156181341100312,-0.156745529634071,-0.151333840677276
"451",-0.00476104231227605,-0.0705261992112734,0.122288246835437
"452",0.686086947455165,0.079144189347413,-0.076177276722379
"453",0.687504263236036,0.0733891719804902,-0.153110548846813
"454",0.620470658896233,0.358726849371351,0.239018088930761
"455",0.694286747475588,0.0443668373126924,-0.175392906910619
"456",0.693186755950632,0.0491894470122705,-0.152840459517719
"457",0.69128006630563,0.05715359321788,-0.169620431163748
"458",0.675830945132602,0.123250597762212,-0.24601932099859
"459",0.690595704286782,0.0601172482952152,-0.177084831079016
"460",0.682045307297429,0.0965420388212231,-0.149018262522163
"461",0.681524563241014,0.0998558019519999,-0.105111692576213
"462",0.0446893014874135,2.81006560915959,2.1588362027522
"463",0.689392654931574,0.0665655496840519,-0.569905475999586
"464",0.693323660053192,0.0484779566370653,-0.14717196455554
"465",0.667424933773053,0.159159969657558,-0.189682987343833
"466",0.668851844402935,0.152938920463653,-0.0545953695196845
"467",0.676752608777027,0.119383518905323,-0.231308435789122
"468",0.681508265486207,0.0992172141398648,-0.0530092396761044
"469",0.694644299260708,0.0427968024314551,-0.152453777285997
"470",0.675671480794698,0.125647810139105,-0.41202488756186
"471",0.68759468833919,0.0726703739412657,-0.0845123324272078
"472",0.671636319819518,0.140916110942366,0.0344404903535045
"473",0.677128868292908,0.11718602768476,-0.0665911843818407
