CODGEO;LIBGEO;CS1_81_IMMI1_SEXE1;CS1_81_IMMI1_SEXE2;CS1_81_IMMI2_SEXE1;CS1_81_IMMI2_SEXE2;CS1_82_IMMI1_SEXE1;CS1_82_IMMI1_SEXE2;CS1_82_IMMI2_SEXE1;CS1_82_IMMI2_SEXE2;CS1_83_IMMI1_SEXE1;CS1_83_IMMI1_SEXE2;CS1_83_IMMI2_SEXE1;CS1_83_IMMI2_SEXE2;CS1_84_IMMI1_SEXE1;CS1_84_IMMI1_SEXE2;CS1_84_IMMI2_SEXE1;CS1_84_IMMI2_SEXE2;CS1_85_IMMI1_SEXE1;CS1_85_IMMI1_SEXE2;CS1_85_IMMI2_SEXE1;CS1_85_IMMI2_SEXE2;CS1_86_IMMI1_SEXE1;CS1_86_IMMI1_SEXE2;CS1_86_IMMI2_SEXE1;CS1_86_IMMI2_SEXE2;CS1_87_IMMI1_SEXE1;CS1_87_IMMI1_SEXE2;CS1_87_IMMI2_SEXE1;CS1_87_IMMI2_SEXE2;CS1_88_IMMI1_SEXE1;CS1_88_IMMI1_SEXE2;CS1_88_IMMI2_SEXE1;CS1_88_IMMI2_SEXE2
1001;L'Abergement-Clémenciat;5;5;5;0;0;0;15;5;0;0;50;25;0;0;45;50;0;5;15;80;10;0;85;30;0;0;75;70;0;0;80;110
1002;L'Abergement-de-Varey;0;0;0;0;0;0;15;5;0;0;5;10;5;0;0;20;0;0;15;25;0;0;10;0;0;0;44;20;0;0;49;34
1004;Ambérieu-en-Bugey;2;1;0;0;43;20;180;92;15;16;416;297;33;23;895;825;51;79;486;1302;272;80;1119;350;134;98;1111;1534;152;343;1869;2186
1005;Ambérieux-en-Dombes;0;0;5;0;5;0;45;10;0;0;70;35;5;0;106;121;0;15;25;201;10;0;181;40;15;5;146;146;0;5;206;206
1006;Ambléon;0;0;0;0;0;0;0;0;0;0;0;5;5;0;10;10;0;0;5;10;0;0;10;5;0;0;10;15;0;0;15;5
1007;Ambronay;0;5;20;5;0;0;40;25;10;0;115;70;0;5;175;179;0;5;70;280;15;0;219;75;30;20;205;215;0;10;330;440
1008;Ambutrix;0;0;0;0;0;0;12;4;0;0;56;16;0;0;52;60;0;0;12;96;4;0;80;24;4;0;68;56;4;0;104;88
1009;Andert-et-Condon;0;0;4;0;0;0;12;0;0;0;8;8;0;0;12;12;0;0;4;32;0;4;36;16;0;0;56;32;4;4;56;40
1010;Anglefort;0;0;4;0;4;0;30;4;0;4;30;9;4;4;73;30;4;13;9;124;9;0;94;51;9;17;128;120;4;0;171;184
1011;Apremont;0;0;0;0;0;8;8;0;4;0;33;33;0;0;12;16;0;4;8;25;0;0;45;4;0;4;54;25;0;12;49;62
1012;Aranc;0;0;0;0;0;0;13;8;0;0;21;13;0;0;21;21;0;0;0;21;0;0;8;0;4;0;42;54;0;0;54;46
1013;Arandas;0;0;8;0;0;0;0;0;0;0;4;4;0;0;4;4;0;0;8;24;0;0;16;0;0;0;24;12;0;0;8;35
1014;Arbent;0;0;0;0;35;8;61;20;8;4;110;32;39;19;117;133;23;56;44;205;194;148;280;109;122;94;233;261;35;98;480;435
1015;Arboys en Bugey;0;0;4;0;0;0;24;8;0;0;16;8;0;0;32;45;0;0;16;68;0;0;40;12;4;4;77;89;4;0;93;76
1016;Arbigny;0;0;0;0;0;0;10;19;0;0;15;5;0;0;29;15;0;0;0;44;0;0;49;0;5;5;39;49;0;0;63;102
1017;Argis;0;0;5;0;0;0;0;0;0;0;0;5;0;0;10;5;0;0;19;34;0;0;44;19;5;5;63;49;0;0;49;117
1019;Armix;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;5;5
1021;Ars-sur-Formans;0;0;4;0;0;0;48;16;0;4;75;20;0;8;75;99;4;0;32;143;4;0;131;16;0;8;99;123;0;4;226;222
1022;Artemare;0;0;0;0;0;0;24;24;0;0;25;5;5;10;44;53;0;15;34;98;19;5;98;58;29;29;155;146;5;10;199;121
1023;Asnières-sur-Saône;0;0;5;0;0;0;0;5;0;0;5;0;0;0;0;5;0;0;0;5;0;0;15;10;0;0;10;0;0;0;5;0
1024;Attignat;0;0;22;4;4;0;39;13;0;0;91;61;0;9;209;270;4;22;83;422;39;4;366;74;4;13;270;253;4;17;501;584
1025;Bâgé-la-Ville;0;0;35;5;0;0;60;35;5;0;85;25;10;5;200;200;5;10;60;329;25;0;408;100;15;5;265;245;0;15;435;595
1026;Bâgé-le-Châtel;0;0;0;0;0;0;10;0;0;0;15;5;5;0;45;60;0;0;25;90;15;0;50;25;0;0;145;164;0;10;89;144
1027;Balan;0;0;4;0;0;0;48;22;4;0;198;35;9;4;574;210;4;17;197;288;42;4;344;67;4;4;105;131;0;9;328;310
1028;Baneins;0;0;10;0;5;0;10;5;0;5;10;10;0;0;34;44;0;5;24;54;5;5;44;49;0;0;64;64;0;0;29;122
1029;Beaupont;0;0;8;8;0;0;8;8;0;4;16;16;4;4;28;20;0;0;24;68;0;4;60;16;0;0;52;52;0;4;132;157
1030;Beauregard;0;0;0;0;10;0;30;15;0;5;25;15;0;5;20;55;0;10;15;115;5;0;93;25;5;5;80;55;10;10;105;175
1031;Bellignat;0;0;0;0;16;8;60;8;16;4;81;65;24;8;170;137;20;96;60;339;188;104;278;100;89;49;223;288;44;128;519;526
1032;Béligneux;0;0;0;0;0;4;44;20;12;0;152;44;16;8;224;228;4;28;199;396;24;4;184;80;16;12;216;253;0;36;505;605
1033;Bellegarde-sur-Valserine;0;0;10;0;51;3;129;48;42;29;308;173;102;55;496;472;78;249;329;972;505;185;985;238;298;268;765;1158;228;548;1426;1584
1034;Belley;0;0;0;0;29;10;132;69;15;5;231;88;20;20;368;358;15;127;260;914;221;44;681;270;119;103;712;1262;100;181;1204;1387
1035;Belleydoux;0;0;0;0;0;0;5;0;0;0;5;5;0;0;20;31;0;5;5;51;0;0;36;5;5;0;46;31;0;0;25;46
1036;Belmont-Luthézieu;0;0;0;0;5;0;23;0;0;0;18;5;0;0;32;64;0;5;9;46;5;0;41;18;0;0;60;55;9;0;101;37
1037;Bénonces;0;0;5;5;0;0;5;0;0;0;10;0;5;0;19;14;0;0;9;19;0;0;19;10;5;0;43;34;0;0;34;48
1038;Bény;0;0;5;0;5;0;19;5;0;0;29;14;0;0;48;43;0;0;5;96;0;5;77;34;0;0;62;77;0;5;110;86
1039;Béon;0;0;0;0;0;0;4;4;4;0;8;0;0;0;25;41;0;0;25;61;8;0;74;4;8;4;33;61;12;12;45;45
1040;Béréziat;0;0;30;0;0;0;10;0;0;0;5;5;0;0;25;34;0;5;10;59;5;0;79;15;5;0;30;25;5;0;74;64
1041;Bettant;0;0;0;0;0;0;20;8;0;0;32;12;0;0;44;64;0;8;0;64;4;0;96;36;0;4;72;72;0;4;104;96
1042;Bey;0;0;10;0;0;0;10;0;0;0;24;5;0;0;34;43;0;0;5;29;0;0;14;5;5;0;19;19;0;0;38;19
1043;Beynost;0;0;5;0;10;5;125;35;15;0;295;225;15;25;214;403;5;30;150;285;40;15;219;45;25;45;420;504;5;25;685;655
1044;Billiat;0;0;4;4;0;0;21;4;8;4;12;12;0;4;25;37;0;8;12;70;8;0;45;12;4;16;45;37;0;8;91;103
1045;Birieux;0;0;4;0;0;0;16;0;0;0;8;8;4;0;20;20;0;8;12;24;0;0;8;0;4;0;16;33;0;4;41;57
1046;Biziat;0;0;4;4;0;0;12;16;0;0;24;4;0;0;40;44;4;4;16;72;8;0;92;32;8;8;96;96;0;0;104;120
1047;Blyes;0;0;5;0;0;0;49;15;5;0;24;24;0;0;107;102;0;5;24;68;0;0;63;58;0;0;39;58;0;5;175;131
1049;La Boisse;0;0;10;0;25;5;60;35;5;0;154;70;15;0;192;254;5;25;85;229;15;0;204;55;20;20;245;259;5;15;482;443
1050;Boissey;0;0;5;0;0;0;10;10;0;0;5;5;0;0;15;20;0;5;10;34;0;0;54;10;0;0;29;10;0;0;29;78
1051;Bolozon;0;0;0;0;0;0;8;0;0;0;0;0;0;0;4;8;0;0;8;8;0;0;8;0;0;0;12;12;0;0;4;12
1052;Bouligneux;0;0;4;4;0;0;4;0;0;0;15;0;0;4;19;35;0;0;4;27;0;0;31;4;0;0;31;35;0;4;31;58
1053;Bourg-en-Bresse;0;0;23;3;120;24;443;189;56;55;1091;824;224;152;1874;2375;122;582;1304;3268;1041;266;2975;723;575;504;3377;5643;603;1184;5678;5654
1054;Bourg-Saint-Christophe;0;0;4;0;0;0;57;8;0;0;69;52;0;4;109;125;0;0;28;113;0;0;89;20;0;4;105;101;0;4;178;214
1056;Boyeux-Saint-Jérôme;0;0;12;8;0;0;4;0;0;0;0;4;0;0;12;41;0;0;0;41;0;0;41;12;0;12;54;25;0;0;45;50
1057;Boz;0;0;0;0;0;0;15;0;0;0;0;10;0;5;45;35;0;0;10;60;0;0;40;15;0;0;64;25;0;0;104;79
1058;Brégnier-Cordon;0;0;5;0;0;0;40;10;0;0;5;15;0;0;35;66;0;0;25;76;0;0;76;40;0;0;66;101;0;0;165;128
1059;Brénaz;0;0;9;5;0;0;9;0;0;0;5;0;0;0;9;18;0;0;0;5;0;0;9;0;0;0;0;9;0;0;9;5
1060;Brénod;0;0;4;0;0;0;20;0;0;0;16;0;0;0;36;16;0;4;20;93;0;0;32;0;0;4;73;73;0;0;49;101
1061;Brens;0;0;10;0;10;0;51;20;0;0;51;25;0;0;81;91;0;5;20;111;5;0;91;10;5;0;116;106;0;0;162;208
1062;Bressolles;0;0;0;4;0;0;16;20;0;0;57;37;4;0;81;57;0;4;33;81;0;4;37;8;4;4;69;61;0;0;122;118
1063;Brion;0;0;0;0;0;0;15;10;0;0;15;5;0;0;20;30;0;5;15;30;20;10;50;10;20;15;50;60;0;5;65;75
1064;Briord;0;0;5;0;0;0;15;10;0;0;29;10;0;5;68;39;0;0;10;102;15;10;165;54;5;0;58;78;5;0;122;151
1065;Buellas;5;0;10;0;0;0;35;5;0;0;82;70;0;0;120;158;0;0;58;177;0;0;124;25;5;5;184;217;0;0;253;212
1066;La Burbanche;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;5;0;0;0;15;20;0;0;10;5
1067;Ceignes;0;0;10;0;0;0;0;0;0;0;10;0;0;0;15;20;0;0;0;20;10;10;45;15;0;5;20;25;5;0;25;50
1068;Cerdon;0;0;20;0;0;0;15;5;0;0;20;20;5;5;34;44;0;0;5;69;5;0;118;29;10;0;39;109;5;5;69;132
1069;Certines;0;0;4;0;0;0;8;8;8;0;65;33;4;0;98;122;0;8;20;195;0;4;163;24;12;0;122;106;0;0;228;236
1071;Cessy;0;0;9;0;19;5;49;27;159;50;254;128;89;115;353;304;53;97;116;457;67;23;277;23;68;55;128;190;142;286;626;638
1072;Ceyzériat;0;0;0;0;0;0;81;24;4;8;117;97;4;8;166;222;0;20;93;295;28;16;263;56;8;0;218;412;0;12;476;428
1073;Ceyzérieu;0;0;12;4;0;4;28;8;0;0;48;24;0;0;52;68;0;4;16;96;12;0;88;20;0;12;140;116;0;4;108;132
1074;Chalamont;0;0;10;5;5;0;90;20;0;0;60;55;0;0;100;200;0;0;35;205;10;0;285;80;15;15;230;295;0;15;340;386
1075;Chaleins;0;0;10;5;0;0;58;15;5;0;34;44;0;0;39;58;0;0;15;155;15;5;141;29;5;0;92;107;0;0;204;199
1076;Chaley;0;0;0;0;0;0;4;0;0;4;4;0;4;0;4;9;0;0;0;17;0;0;9;0;0;0;26;26;9;4;17;17
1077;Challes-la-Montagne;0;0;10;0;0;0;0;0;0;0;14;5;0;0;5;19;0;0;5;29;0;0;10;0;0;0;14;24;0;0;34;19
1078;Challex;0;0;5;0;0;5;10;5;45;20;80;15;25;45;60;75;10;30;20;80;25;10;75;10;50;35;65;116;65;60;156;211
1079;Champagne-en-Valromey;0;0;30;10;0;0;5;0;0;0;5;15;5;0;20;60;5;0;30;75;0;0;65;5;5;0;125;155;0;5;115;90
1080;Champdor-Corcelles;0;0;26;5;0;0;12;5;0;0;5;12;0;4;33;44;0;0;13;78;8;4;79;12;8;9;46;80;0;0;88;103
1081;Champfromier;0;0;5;0;5;5;20;0;0;0;15;0;5;0;59;55;0;5;15;79;10;14;116;25;10;25;53;30;0;0;90;75
1082;Chanay;0;0;4;0;0;0;20;0;4;0;16;16;0;0;41;37;0;0;12;70;0;0;53;12;4;0;37;65;8;8;105;142
1083;Chaneins;0;0;5;0;5;0;43;0;0;0;14;19;0;5;53;67;0;5;10;111;5;0;144;14;0;5;58;34;0;14;120;135
1084;Chanoz-Châtenay;0;0;10;0;5;0;5;19;5;0;19;10;0;0;78;49;0;5;15;78;0;0;73;15;0;0;82;87;0;0;92;136
1085;La Chapelle-du-Châtelard;0;0;10;0;0;0;10;5;0;0;15;5;5;0;15;29;0;5;10;34;0;0;44;5;0;0;44;34;0;0;54;59
1087;Charix;0;0;4;0;0;0;12;4;0;4;12;12;0;0;12;16;0;0;8;16;0;0;32;4;0;0;32;28;0;0;40;44
1088;Charnoz-sur-Ain;0;0;8;4;0;0;16;0;4;0;61;20;8;4;69;65;0;0;45;122;4;0;94;20;0;4;37;65;0;0;138;147
1089;Château-Gaillard;0;0;5;0;19;0;45;25;0;5;55;40;0;5;148;100;0;24;40;269;30;10;150;45;15;0;155;130;0;20;335;314
1090;Châtenay;0;0;5;0;0;0;15;10;0;0;10;5;0;0;24;5;0;0;0;50;0;0;40;5;0;0;40;44;0;5;45;50
1091;Châtillon-en-Michaille;0;0;9;0;5;5;55;23;18;5;124;55;18;18;161;202;5;51;83;395;60;23;386;41;37;49;247;204;37;51;533;441
1092;Châtillon-la-Palud;0;0;0;0;5;0;54;15;0;0;50;45;0;5;80;95;0;10;39;189;15;5;130;44;0;0;190;159;0;0;186;279
1093;Châtillon-sur-Chalaronne;0;0;20;4;8;4;91;40;4;4;148;92;8;8;281;204;4;20;68;461;36;20;518;149;20;24;526;895;12;31;598;643
1094;Chavannes-sur-Reyssouze;0;0;0;0;0;0;12;4;0;0;20;12;0;0;16;45;4;0;8;77;4;0;118;29;4;4;86;86;0;4;118;114
1095;Chavannes-sur-Suran;0;0;15;0;0;0;15;15;0;0;15;15;0;0;39;39;0;0;5;59;5;0;64;10;0;0;78;68;0;0;83;112
1096;Chaveyriat;0;0;16;12;0;0;24;16;0;0;12;8;4;4;61;49;0;12;24;134;8;0;139;20;8;4;77;81;0;0;159;122
1097;Chavornay;0;0;0;0;0;0;10;5;0;0;0;5;0;0;5;30;0;0;5;20;0;0;25;10;0;0;44;39;0;0;10;25
1098;Chazey-Bons;0;0;4;0;0;0;16;12;0;0;37;12;8;4;29;37;4;8;29;57;8;0;86;33;8;20;94;82;0;8;102;143
1099;Chazey-sur-Ain;0;0;30;0;0;0;25;10;0;10;95;55;5;5;112;115;0;0;20;135;0;0;130;57;15;10;150;113;0;10;180;248
1100;Cheignieu-la-Balme;0;0;5;0;0;0;0;0;0;0;5;5;0;0;10;10;0;0;10;0;0;0;15;0;0;0;15;25;0;0;10;25
1101;Chevillard;0;0;10;0;0;0;10;0;0;0;5;0;0;0;20;5;0;5;0;20;0;0;10;5;0;0;10;5;0;0;20;25
1102;Chevroux;0;0;16;16;0;0;28;4;0;0;24;12;0;0;65;53;0;8;8;122;0;0;130;41;4;0;65;69;0;4;154;146
1103;Chevry;0;0;0;0;0;0;20;0;40;30;84;39;45;43;90;90;20;54;50;134;20;0;70;20;0;15;65;55;40;75;135;235
1104;Chézery-Forens;0;0;15;10;0;5;10;5;0;0;10;0;0;0;45;30;0;0;20;70;0;0;50;0;0;5;45;25;0;0;70;50
1105;Civrieux;0;0;10;0;5;0;40;5;0;0;125;45;0;5;104;115;0;5;20;175;0;0;155;20;10;20;115;104;0;0;165;265
1106;Cize;0;0;0;0;0;0;0;0;0;0;0;5;0;0;20;10;0;0;5;20;0;0;10;5;0;0;15;25;0;0;20;30
1107;Cleyzieu;0;0;0;0;0;0;0;0;0;0;10;0;0;0;5;0;0;0;0;10;5;0;15;15;0;0;20;20;0;0;15;10
1108;Coligny;0;0;0;4;0;0;41;8;0;0;41;29;0;0;45;70;0;0;49;111;0;0;132;21;4;4;177;220;0;0;124;152
1109;Collonges;0;0;5;0;10;0;30;10;60;25;85;38;40;45;85;70;25;110;50;219;50;20;168;35;30;20;64;108;65;140;259;300
1110;Colomieu;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15;15;0;0;0;5;0;0;15;0;0;0;10;25;0;0;15;10
1111;Conand;0;0;0;0;5;0;0;0;0;0;10;5;0;0;10;0;0;0;5;15;0;0;10;5;0;0;0;10;0;0;15;20
1112;Condamine;0;0;0;0;0;0;15;0;0;0;5;0;0;0;15;25;0;0;15;55;30;0;65;25;0;0;20;25;0;10;75;55
1113;Condeissiat;0;0;15;5;0;0;20;15;0;0;25;15;0;0;34;45;0;0;5;109;5;0;93;14;0;0;100;70;0;0;125;130
1114;Confort;0;0;4;4;0;0;8;4;0;0;12;4;0;4;41;41;0;0;16;41;0;0;45;0;12;20;49;109;0;0;69;69
1115;Confrançon;0;0;10;10;0;0;25;5;0;0;15;25;0;0;130;139;0;10;75;130;5;5;110;25;0;5;85;105;5;5;209;204
1116;Contrevoz;0;0;0;0;0;0;10;0;0;5;5;5;0;0;20;15;0;5;15;55;5;0;60;10;15;10;60;92;0;0;50;80
1117;Conzieu;0;0;0;10;0;0;15;0;0;0;5;0;0;0;0;5;0;0;10;10;0;0;30;0;0;0;10;15;0;0;30;5
1118;Corbonod;0;0;17;4;0;0;12;21;12;8;29;12;0;0;45;62;0;12;41;115;17;0;128;33;8;4;111;155;8;25;139;229
1121;Corlier;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;12;0;4;4;12;8;0;16;0;0;0;19;8;0;4;16;23
1122;Cormaranche-en-Bugey;0;0;0;0;0;0;8;4;4;0;16;24;0;0;52;72;0;0;20;64;8;0;92;8;4;8;97;101;16;16;109;92
1123;Cormoranche-sur-Saône;0;0;15;0;0;0;24;19;0;0;24;19;5;5;83;63;0;10;29;73;15;5;117;34;19;19;102;93;0;0;136;156
1124;Cormoz;0;0;5;0;0;0;25;0;5;0;15;5;0;0;30;35;0;0;15;85;10;0;60;5;0;0;85;75;0;0;110;75
1125;Corveissiat;5;5;0;5;0;0;10;10;0;0;5;10;5;0;35;50;0;0;20;35;15;5;35;5;0;5;95;60;5;5;75;105
1127;Courmangoux;0;0;4;0;0;0;28;4;0;0;12;0;0;0;24;48;0;0;12;52;0;0;48;8;4;4;44;72;4;0;60;72
1128;Courtes;0;0;15;0;0;0;10;0;0;0;10;15;0;0;5;15;0;0;15;19;0;0;15;19;0;0;44;34;0;0;44;44
1129;Crans;0;0;0;0;5;0;5;0;0;0;15;10;0;0;15;15;0;0;0;15;0;0;40;25;0;0;20;25;0;0;45;40
1130;Cras-sur-Reyssouze;0;0;10;5;5;0;34;5;0;5;54;34;5;0;78;103;0;10;34;137;0;0;132;44;0;0;117;132;0;0;220;259
1133;Cressin-Rochefort;0;0;0;0;0;0;20;0;0;0;15;10;0;0;20;10;0;0;0;49;0;0;39;10;5;0;49;49;0;0;25;64
1134;Crottet;0;0;5;0;0;0;35;5;0;0;84;45;0;0;89;94;0;5;59;238;10;5;144;40;5;5;203;208;5;15;203;223
1135;Crozet;0;0;4;0;4;0;33;21;83;37;145;29;37;58;87;83;41;62;62;207;21;12;99;17;33;29;95;91;95;137;265;219
1136;Cruzilles-lès-Mépillat;0;0;15;0;0;0;20;5;0;0;30;15;0;0;45;60;0;0;20;80;10;0;85;20;5;5;84;80;0;5;100;135
1138;Culoz;0;0;5;0;10;0;64;5;10;0;64;15;15;10;133;138;0;30;49;271;69;15;317;108;30;54;281;305;50;122;335;473
1139;Curciat-Dongalon;0;0;4;0;0;0;4;4;0;0;4;0;0;0;12;12;0;0;16;44;0;0;48;16;0;0;64;104;0;4;56;56
1140;Curtafond;0;0;9;0;0;0;13;4;0;0;21;21;0;4;64;43;0;0;13;81;0;0;55;9;0;0;81;113;0;9;123;106
1141;Cuzieu;0;0;0;0;0;0;10;0;0;0;5;0;0;0;24;29;0;0;5;38;5;5;43;10;5;0;38;52;0;10;57;81
1142;Dagneux;0;0;0;0;9;5;57;42;19;5;264;142;24;14;264;359;9;47;90;434;42;42;411;57;28;28;330;354;9;19;651;670
1143;Divonne-les-Bains;0;0;17;9;64;34;118;72;263;94;655;397;72;166;428;463;102;244;273;627;76;21;374;63;205;183;446;629;257;485;949;1328
1144;Dommartin;0;0;8;4;0;0;12;0;0;0;24;12;0;0;45;69;0;8;12;110;0;0;126;29;0;0;86;94;4;0;175;86
1145;Dompierre-sur-Veyle;0;0;8;4;0;0;36;8;0;0;28;24;0;4;67;52;0;8;36;151;4;0;95;16;8;0;139;131;0;4;187;167
1146;Dompierre-sur-Chalaronne;0;0;5;0;0;0;19;10;0;0;10;15;0;0;34;24;0;5;0;48;5;0;39;15;0;0;24;44;0;0;97;48
1147;Domsure;0;0;16;16;0;0;4;8;0;0;4;0;4;0;8;37;0;0;12;45;0;4;70;4;4;4;49;53;0;0;53;78
1148;Dortan;0;0;0;0;0;4;44;4;4;4;48;20;23;8;116;79;4;23;24;183;35;31;225;115;23;20;158;201;15;15;180;223
1149;Douvres;0;0;0;0;0;0;29;10;0;0;49;39;0;0;83;64;0;10;0;122;0;5;73;20;10;0;122;88;0;0;132;176
1150;Drom;0;0;10;0;0;0;0;0;0;0;5;0;0;0;25;30;0;0;10;20;0;0;20;5;0;0;20;15;0;0;40;15
1151;Druillat;0;0;15;0;10;0;40;5;0;0;35;5;0;5;85;75;0;5;20;150;5;0;110;10;10;0;135;155;0;5;95;170
1152;Échallon;0;0;5;0;0;0;20;5;0;5;35;20;0;10;40;55;0;5;35;75;5;0;70;15;5;15;65;55;5;5;106;116
1153;Échenevex;0;0;9;0;18;5;27;9;104;82;113;59;50;54;73;113;23;68;41;82;9;5;113;5;36;59;113;95;150;209;181;245
1154;Étrez;0;0;8;4;0;0;17;0;0;0;12;4;0;0;79;41;0;4;37;141;4;0;83;17;4;0;62;62;8;4;161;116
1155;Évosges;0;0;5;0;0;0;0;0;0;0;5;0;0;0;5;5;0;0;0;15;0;0;30;0;0;5;20;10;0;0;20;15
1156;Faramans;0;0;12;0;0;0;20;0;0;0;28;24;0;4;53;40;0;0;16;97;4;0;77;16;4;0;69;61;4;4;85;162
1157;Fareins;0;0;5;5;0;0;99;20;15;5;148;94;10;5;148;178;0;10;25;198;5;0;104;30;0;5;223;208;10;5;287;317
1158;Farges;0;0;0;0;0;0;5;5;19;10;49;19;10;24;63;44;5;5;19;112;5;5;92;15;10;15;54;68;34;29;165;102
1159;Feillens;0;0;34;0;5;0;85;15;5;0;100;50;10;5;130;190;0;20;90;374;40;20;379;110;40;34;314;393;10;30;375;380
1160;Ferney-Voltaire;0;0;0;0;65;16;65;24;469;296;470;263;247;275;421;413;215;453;231;607;206;89;231;36;239;244;239;439;403;718;899;1060
1162;Flaxieu;0;0;0;0;0;0;0;5;0;0;5;5;0;0;0;5;0;0;0;0;0;0;5;0;0;0;10;10;0;0;15;5
1163;Foissiat;0;0;10;10;5;0;59;30;0;0;64;25;5;0;99;84;0;0;44;247;5;0;257;59;5;10;237;282;5;5;247;247
1165;Francheleins;0;0;10;0;0;0;34;0;0;0;98;34;10;0;113;137;0;10;39;152;10;0;147;5;5;5;83;113;0;20;215;289
1166;Frans;0;0;0;0;5;5;85;9;5;0;103;85;10;5;183;155;5;5;38;268;23;5;127;61;14;5;127;183;5;29;353;308
1167;Garnerans;0;0;4;0;0;0;28;4;0;0;16;16;0;0;32;67;0;0;12;71;0;0;87;20;0;0;40;59;0;0;71;135
1169;Genouilleux;0;0;0;0;0;0;8;4;0;0;16;4;0;0;47;63;0;0;8;55;8;0;59;20;4;4;47;39;0;0;122;71
1170;Béard-Géovreissiat;0;0;4;0;0;0;32;4;0;0;28;12;8;4;32;49;0;4;20;121;24;12;130;61;4;4;40;28;8;16;206;158
1171;Géovreisset;0;0;0;0;8;0;20;4;4;0;28;20;8;0;47;63;0;16;24;55;24;32;67;43;0;4;59;59;12;12;166;146
1172;Germagnat;0;0;5;0;5;0;16;5;0;0;0;0;0;0;5;0;0;0;0;21;0;0;5;5;0;0;10;21;0;0;21;47
1173;Gex;0;0;3;3;63;20;180;50;198;101;574;318;141;139;630;850;122;410;494;1109;201;40;756;99;140;114;398;549;191;295;1288;1418
1174;Giron;0;0;0;0;0;0;0;5;0;0;15;0;0;0;10;20;0;5;0;15;0;0;15;0;10;10;10;15;5;0;10;15
1175;Gorrevod;0;0;10;0;0;0;10;10;0;0;30;25;0;0;40;39;0;0;25;125;5;0;80;15;5;5;60;80;5;10;120;140
1177;Grand-Corent;0;0;0;0;0;0;5;0;0;0;10;0;0;0;5;15;0;0;10;20;0;0;20;5;0;0;30;20;0;0;25;15
1179;Grièges;0;0;15;0;5;0;40;20;5;5;35;20;0;5;126;131;5;5;40;257;15;5;182;50;0;5;212;247;0;10;252;227
1180;Grilly;0;0;0;0;5;0;15;0;20;10;45;35;25;15;35;50;5;25;10;25;5;0;25;0;35;55;65;45;20;45;84;94
1181;Groissiat;0;0;0;0;0;0;20;5;10;0;80;25;5;5;79;80;5;5;15;125;30;20;95;40;10;10;80;45;0;15;175;220
1183;Guéreins;0;0;5;5;0;0;45;20;5;0;40;20;10;5;114;89;5;0;25;134;10;0;109;30;5;0;154;154;0;5;233;203
1184;Hautecourt-Romanèche;0;0;0;0;0;0;20;10;0;0;35;10;0;0;25;50;0;0;40;100;0;0;70;10;5;0;85;85;0;0;105;140
1185;Hauteville-Lompnes;0;0;10;5;0;0;91;10;0;0;72;15;10;15;108;147;5;10;144;436;21;0;381;30;60;25;535;740;36;25;368;579
1186;Hostiaz;0;0;4;0;0;0;0;4;0;0;0;4;0;0;4;0;0;0;0;12;0;0;16;0;0;0;16;8;0;0;12;16
1187;Haut Valromey;0;0;14;5;5;0;25;17;5;0;5;5;5;10;24;23;5;10;40;76;9;0;77;14;0;9;119;65;20;10;62;73
1188;Illiat;0;0;15;0;0;0;20;0;0;0;15;5;0;5;30;69;0;0;5;64;0;0;94;15;5;0;44;34;0;0;79;123
1189;Injoux-Génissiat;0;0;0;0;5;0;15;0;0;10;15;20;5;0;90;79;5;5;55;95;0;0;139;45;14;10;95;90;0;10;170;170
1190;Innimond;0;0;4;0;0;0;8;0;0;0;0;0;0;0;8;0;0;0;0;16;0;0;4;0;0;0;20;24;0;0;16;8
1191;Izenave;0;0;4;4;4;0;0;4;0;0;0;0;0;0;4;4;0;0;0;8;0;4;37;4;0;0;25;20;0;0;12;33
1192;Izernore;0;0;10;5;0;0;56;46;5;0;66;30;5;5;142;173;10;10;61;198;41;10;168;117;30;25;142;178;10;25;361;341
1193;Izieu;0;0;0;0;0;0;0;5;0;0;0;0;0;0;20;25;0;0;5;30;0;0;30;5;0;5;15;35;0;0;10;30
1194;Jassans-Riottier;0;0;0;0;56;5;126;56;10;5;217;111;20;10;464;358;10;81;156;569;101;35;419;106;40;56;556;773;25;76;833;998
1195;Jasseron;0;0;5;5;5;0;43;14;5;5;97;43;0;0;111;159;0;0;19;193;5;0;101;24;0;10;142;228;5;14;198;314
1196;Jayat;0;0;5;5;5;0;15;34;5;0;24;14;0;0;63;77;5;5;10;106;5;0;106;14;0;5;116;125;0;0;202;159
1197;Journans;0;0;13;4;0;0;13;0;0;0;13;4;0;0;13;50;0;0;8;29;0;0;21;8;0;0;42;46;0;0;50;42
1198;Joyeux;0;0;8;17;0;0;4;0;0;4;13;13;0;0;38;21;0;0;4;17;0;0;13;0;0;0;21;25;8;4;29;46
1199;Jujurieux;0;0;0;4;4;4;61;16;0;0;93;57;0;0;125;121;4;0;52;218;8;4;222;81;12;12;214;250;8;8;343;303
