CODGEO;LIBGEO;CS1_81_IMMI1_SEXE1;CS1_81_IMMI1_SEXE2;CS1_81_IMMI2_SEXE1;CS1_81_IMMI2_SEXE2;CS1_82_IMMI1_SEXE1;CS1_82_IMMI1_SEXE2;CS1_82_IMMI2_SEXE1;CS1_82_IMMI2_SEXE2;CS1_83_IMMI1_SEXE1;CS1_83_IMMI1_SEXE2;CS1_83_IMMI2_SEXE1;CS1_83_IMMI2_SEXE2;CS1_84_IMMI1_SEXE1;CS1_84_IMMI1_SEXE2;CS1_84_IMMI2_SEXE1;CS1_84_IMMI2_SEXE2;CS1_85_IMMI1_SEXE1;CS1_85_IMMI1_SEXE2;CS1_85_IMMI2_SEXE1;CS1_85_IMMI2_SEXE2;CS1_86_IMMI1_SEXE1;CS1_86_IMMI1_SEXE2;CS1_86_IMMI2_SEXE1;CS1_86_IMMI2_SEXE2;CS1_87_IMMI1_SEXE1;CS1_87_IMMI1_SEXE2;CS1_87_IMMI2_SEXE1;CS1_87_IMMI2_SEXE2;CS1_88_IMMI1_SEXE1;CS1_88_IMMI1_SEXE2;CS1_88_IMMI2_SEXE1;CS1_88_IMMI2_SEXE2
21059;Bellefond;0;0;0;0;0;0;39;5;0;5;58;24;0;0;73;121;0;0;15;39;0;0;29;5;0;0;106;111;0;0;111;102
21060;Belleneuve;0;0;10;5;0;0;30;10;0;0;96;41;0;0;116;132;0;0;35;147;0;0;76;10;5;5;187;218;0;0;263;273
21061;Bellenod-sur-Seine;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;15;0;0;5;0;0;0;5;0;0;0;15;10;0;0;5;10
21062;Bellenot-sous-Pouilly;0;0;4;0;0;0;8;12;0;0;8;4;0;0;0;12;0;0;8;24;0;0;16;0;8;4;28;40;0;0;43;24
21063;Beneuvre;0;0;4;0;0;0;0;12;0;0;0;0;4;0;4;0;0;4;4;0;0;0;8;0;0;4;23;19;4;0;12;8
21064;Benoisey;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;9;0;0;9;0;0;0;13;13;0;0;9;17
21065;Bessey-en-Chaume;0;0;5;0;0;0;0;5;0;0;0;5;0;0;10;0;0;0;10;25;0;0;10;5;0;0;15;5;0;5;25;15
21066;Bessey-la-Cour;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;4;4;0;0;12;8;0;0;8;8
21067;Bessey-lès-Cîteaux;0;0;5;0;0;0;15;15;0;0;45;10;0;0;45;50;0;0;20;60;0;0;60;20;0;0;40;70;0;0;100;115
21068;Beurey-Bauguay;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;13;0;0;0;13;0;0;26;0;0;0;18;18;0;0;13;26
21069;Beurizot;0;0;4;4;0;0;8;0;0;0;8;4;0;0;4;12;0;0;4;4;0;0;4;0;0;0;20;16;0;0;16;4
21070;Bévy;0;0;5;0;0;0;10;5;0;0;5;0;0;0;10;5;0;0;0;15;0;0;20;24;0;0;0;0;0;0;10;15
21071;Bèze;0;0;15;0;0;0;25;10;5;0;15;25;0;0;35;51;0;0;20;76;0;0;71;15;0;0;81;71;0;0;132;86
21072;Bézouotte;0;0;0;0;0;0;8;0;0;4;16;0;0;0;8;8;0;0;0;8;0;0;45;36;0;0;33;16;0;4;12;25
21073;Bierre-lès-Semur;0;0;9;0;0;0;5;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;9;5;0;5;9;9;0;0;14;5
21074;Billey;0;0;0;0;0;0;5;0;0;0;10;0;0;0;10;10;0;0;5;20;0;0;24;10;0;5;34;34;0;5;39;34
21075;Billy-lès-Chanceaux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0;0;15;0;0;0;5;10;0;0;10;10
21076;Binges;0;0;0;0;5;0;24;10;0;0;33;10;5;5;67;52;0;10;5;71;5;5;57;19;0;0;71;57;5;5;76;124
21077;Bissey-la-Côte;0;0;4;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;17;0;0;25;4;0;0;13;21;0;0;13;13
21078;Bissey-la-Pierre;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;10;5;0;5;5;5;0;0;10;0
21079;Blagny-sur-Vingeanne;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;11;0;0;5;16;0;0;27;0;0;0;16;22;0;0;5;38
21080;Blaisy-Bas;0;4;4;0;0;0;28;4;0;0;28;12;0;4;32;48;0;0;24;84;0;0;56;12;0;0;72;68;0;4;104;121
21081;Blaisy-Haut;0;0;0;0;0;0;8;8;0;0;4;0;0;0;21;21;0;0;4;13;0;0;8;4;0;0;4;4;0;0;21;13
21082;Blancey;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;10;0;0;5;10;0;0;5;0;0;0;10;10;0;0;5;20
21083;Blanot;0;0;12;4;0;0;0;4;0;0;4;4;0;0;0;0;0;4;4;12;0;0;8;0;4;4;4;4;0;0;33;12
21084;Source-Seine;0;0;5;0;0;0;0;0;0;0;5;5;0;0;0;5;0;0;0;10;0;0;5;0;0;0;5;10;0;0;5;10
21085;Bligny-le-Sec;0;0;5;5;0;0;5;0;0;0;5;5;0;0;0;16;0;0;10;5;0;0;0;0;0;0;21;31;0;0;10;26
21086;Bligny-lès-Beaune;0;0;0;4;0;0;52;20;0;8;36;24;8;0;69;73;0;8;28;141;4;0;97;36;8;12;129;137;4;8;181;157
21087;Bligny-sur-Ouche;0;0;10;5;5;9;25;5;0;0;10;15;0;0;38;30;0;0;30;90;10;0;74;20;0;0;105;165;0;5;125;80
21088;Boncourt-le-Bois;0;0;0;0;0;0;4;0;0;0;20;8;0;0;4;33;0;4;4;25;0;0;37;0;0;0;20;29;0;0;49;45
21089;Bonnencontre;0;0;10;0;0;0;10;10;0;0;5;0;0;0;20;25;0;0;10;60;5;0;40;20;0;5;35;54;0;0;65;55
21090;Boudreville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;8;0;0;0;8;17;0;0;4;25
21091;Bouhey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;5;0;0;10;0;0;0;5;0;0;0;0;0
21092;Bouilland;0;0;0;0;0;0;19;10;0;0;0;5;0;0;0;5;0;0;10;24;0;0;34;5;0;0;24;29;0;0;14;29
21093;Bouix;0;0;5;0;0;0;10;5;0;0;0;0;0;0;5;5;0;0;0;20;5;0;20;0;0;5;10;30;0;0;0;30
21094;Bourberain;0;0;5;0;0;0;0;5;0;0;10;0;0;0;29;38;0;0;10;38;0;0;29;5;5;5;53;38;0;0;62;43
21095;Bousselange;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;4;0;0;0;8;20;0;0;0;0
21096;Boussenois;0;0;5;0;0;0;0;0;0;0;0;0;0;0;15;10;0;0;0;5;0;0;15;0;0;0;10;15;0;0;25;35
21097;Boussey;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;8;0;0;0;0;0;0;4;0;0;0;4;0
21098;Boux-sous-Salmaise;0;0;8;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;4;0;0;0;27;31;0;0;4;19
21099;Bouze-lès-Beaune;0;0;0;5;0;0;20;5;0;0;24;5;0;5;15;39;0;0;5;29;0;0;39;10;0;0;25;35;0;0;29;38
21100;Brain;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;10;0;0;5;0;0;0;0;5;5
21101;Braux;0;0;12;4;0;0;4;4;0;0;0;0;0;0;16;4;0;0;0;19;0;0;12;4;0;0;23;19;0;0;16;12
21102;Brazey-en-Morvan;0;0;4;8;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;12;0;0;19;0;4;4;31;27;0;0;12;23
21103;Brazey-en-Plaine;0;0;10;0;5;0;66;20;5;0;46;56;0;0;102;92;5;0;46;326;5;5;275;46;36;20;286;301;0;15;342;326
21104;Brémur-et-Vaurois;0;0;6;0;0;0;11;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;17
21105;Bressey-sur-Tille;0;0;0;0;9;0;22;9;0;0;53;35;0;0;71;71;0;0;22;106;9;0;88;35;4;9;35;44;0;4;185;159
21106;Bretenière;0;0;9;4;0;0;22;0;0;0;17;9;4;4;48;105;0;0;31;105;4;0;83;4;0;13;74;74;0;4;92;162
21107;Bretigny;0;0;5;5;0;0;35;5;0;5;65;40;0;0;60;85;0;0;10;80;0;0;55;10;0;5;89;84;0;0;125;150
21108;Brianny;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;5;5;0;0;10;0;0;0;19;14;0;0;14;14
21109;Brion-sur-Ource;0;0;5;0;0;0;5;0;0;0;0;10;0;0;0;5;5;0;0;44;0;0;54;5;0;0;20;34;10;5;24;15
21110;Brochon;0;0;0;4;0;0;12;0;4;0;31;31;0;4;20;47;0;0;31;55;0;0;51;12;0;4;90;122;0;8;63;86
21111;Brognon;0;0;4;0;0;0;13;0;0;0;17;4;0;0;17;38;0;0;4;38;0;0;25;0;4;0;17;8;0;0;68;25
21112;Broin;0;0;8;0;0;0;16;0;0;0;16;4;0;0;32;28;0;0;8;56;0;0;36;12;8;4;32;36;0;4;44;92
21113;Broindon;0;0;0;0;0;0;14;9;0;0;5;0;0;0;9;18;0;0;0;18;0;0;18;0;0;0;9;9;0;0;32;23
21114;Buffon;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;5;0;0;5;40;10;0;25;5;0;0;15;10;0;0;45;15
21115;Buncey;0;0;20;0;0;0;10;5;0;0;5;0;0;0;15;5;0;0;5;50;0;0;35;0;0;5;65;60;0;0;55;35
21116;Bure-les-Templiers;0;0;12;0;0;0;4;0;4;0;0;0;0;0;0;8;0;0;0;16;0;0;0;0;0;0;24;32;0;0;12;28
21117;Busseaut;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;0;0;0;15;12;0;0;0;0
21118;Busserotte-et-Montenaille;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;6;0;0;0;0;0;0;6;6;0;0;6;6
21119;Bussières;0;0;5;0;0;0;5;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;10;0;0;5;0;0;0;0;5;5
21120;La Bussière-sur-Ouche;0;0;4;0;0;0;4;0;0;0;0;0;0;0;24;4;0;0;0;16;0;0;4;0;0;0;20;32;0;0;12;20
21121;Bussy-la-Pesle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;15;5;0;0;10;25;0;0;15;5
21122;Bussy-le-Grand;0;0;10;5;0;0;5;5;0;0;10;0;0;0;15;20;0;0;5;20;0;0;30;5;0;0;40;30;0;0;30;70
21123;Buxerolles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;17;0;0;0;0
21124;Censerey;0;0;10;0;0;0;15;5;0;0;0;0;0;0;5;5;0;0;5;10;0;0;10;0;0;0;30;30;0;0;5;50
21125;Cérilly;0;0;15;5;0;0;5;10;0;0;5;0;0;0;10;5;0;0;0;5;0;0;10;5;5;5;40;50;0;0;30;30
21126;Cessey-sur-Tille;0;0;4;0;0;0;4;4;0;0;36;24;0;0;56;44;0;0;4;68;0;12;72;16;0;0;48;72;0;0;88;72
21127;Chaignay;0;0;31;0;0;0;15;0;0;0;36;15;0;0;26;77;0;0;5;41;0;0;31;0;0;0;57;46;0;0;67;103
21128;Chailly-sur-Armançon;0;0;16;0;0;0;0;0;0;0;0;0;0;0;16;21;0;0;5;16;0;0;16;5;0;0;37;32;0;0;37;58
21129;Chambain;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;8;0;0;4;0
21130;Chambeire;0;0;0;4;0;0;4;4;0;0;9;0;0;0;13;27;4;0;18;49;0;0;75;13;0;0;27;22;0;0;58;71
21131;Chamblanc;0;0;0;0;0;0;17;1;0;0;8;8;0;4;43;24;0;0;24;59;0;0;28;4;4;0;43;51;4;4;91;71
21132;Chamboeuf;0;0;0;0;0;0;4;0;8;4;21;21;4;4;29;33;0;4;12;21;0;0;12;0;4;0;29;33;0;8;66;41
21133;Chambolle-Musigny;0;0;26;5;0;0;5;5;0;5;10;10;0;0;21;15;0;0;5;21;0;0;41;0;0;0;26;46;0;0;36;31
21134;Chamesson;0;0;8;0;0;0;0;0;0;0;0;4;0;0;8;17;0;4;4;29;8;0;50;4;0;4;25;25;0;0;63;42
21135;Champagne-sur-Vingeanne;0;0;20;0;0;0;5;0;0;0;5;10;0;0;5;10;0;0;5;30;0;0;30;0;0;5;54;44;0;0;30;54
21136;Champagny;0;4;0;4;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0
21137;Champ-d'Oiseau;0;0;0;0;0;0;0;0;0;0;0;0;4;0;13;4;0;0;4;17;0;0;13;4;0;0;4;9;0;0;13;9
21138;Champdôtre;0;0;15;0;0;0;15;5;0;0;20;10;0;5;30;40;0;5;10;84;0;0;74;0;0;0;49;45;0;0;54;114
21139;Champeau-en-Morvan;0;0;8;0;0;0;8;8;0;0;0;0;0;0;4;8;0;4;4;8;0;0;24;8;0;0;60;71;0;0;16;20
21140;Champignolles;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;5;5;0;0;10;10;0;0;5;10
21141;Champrenault;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;4;8;0;0;8;0
21142;Chanceaux;0;0;0;0;0;0;4;0;0;0;13;0;0;0;17;9;0;0;0;30;0;0;34;4;0;0;34;22;0;0;30;51
21143;Channay;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0;0;4;0;0;0;20;8;0;4;0;16
21144;Charencey;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;12;0;0;0;0
21145;Charigny;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;8;0;0;4;4
21146;Charmes;0;0;5;10;0;0;5;10;5;0;0;0;0;0;5;5;0;0;5;0;0;0;20;5;0;0;5;5;0;0;10;25
21147;Charny;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;10;10;0;0;0;0
21148;Charrey-sur-Saône;0;0;5;0;0;0;10;5;0;0;5;10;0;0;10;25;5;0;5;40;0;0;61;5;0;0;35;30;0;0;56;51
21149;Charrey-sur-Seine;0;0;5;0;0;0;0;0;0;0;0;5;0;0;11;0;0;0;5;21;0;0;21;0;0;0;27;53;0;0;11;0
21150;Chassagne-Montrachet;0;0;15;21;0;0;26;5;0;0;0;0;0;0;5;5;0;0;0;31;0;0;31;15;5;5;46;41;0;0;36;26
21151;Chassey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;10;5;0;0;15;30;0;0;5;15
21152;Châteauneuf;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;5;5;5;10;30;0;0;0;15
21153;Châtellenot;0;0;8;4;0;0;0;0;0;0;4;4;0;4;8;4;0;0;4;12;0;0;16;4;0;0;28;12;0;0;12;12
21154;Châtillon-sur-Seine;0;0;15;0;20;0;129;75;5;0;45;35;15;5;159;194;5;40;144;418;70;20;493;90;55;60;735;888;107;112;588;885
21155;Chaudenay-la-Ville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;4;9;4;0;0;9;9
21156;Chaudenay-le-Château;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;0;0;0;4;8;0;0;12;0
21157;Chaugey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
21158;Chaume-et-Courchamp;0;0;5;0;0;0;5;0;0;0;0;0;0;0;5;5;0;0;0;25;0;0;25;0;0;0;24;20;0;0;35;25
21159;La Chaume;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;5;5;0;0;26;5;0;0;26;5;0;0;0;15
21160;Chaume-lès-Baigneux;0;0;5;0;0;0;0;0;0;0;5;0;0;0;10;0;0;0;10;25;0;0;10;0;0;0;5;10;0;0;15;5
21161;Chaumont-le-Bois;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;11;0;0;23;0;0;0;11;19;0;0;8;8
21162;Chaux;0;0;15;0;0;0;15;5;0;0;5;24;0;0;24;15;0;5;15;58;0;0;53;15;0;0;29;49;0;0;73;68
21163;Chazeuil;0;0;5;0;0;0;0;0;0;0;5;0;5;0;15;10;0;0;5;25;0;0;15;10;0;0;40;20;0;0;30;25
21164;Chazilly;0;0;8;0;0;0;0;0;0;0;12;0;0;0;8;8;0;0;8;16;0;0;4;0;0;0;20;20;0;0;4;32
21165;Chemin-d'Aisey;0;0;10;10;0;0;0;5;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;5;10;0;0;5;0
21166;Chenôve;1;1;10;0;70;7;121;32;50;33;255;169;109;84;415;602;66;373;389;1304;422;213;1111;229;386;308;974;1468;203;570;2022;2169
21167;Cheuge;0;0;0;0;0;0;4;4;0;0;4;4;0;0;8;8;0;0;0;12;0;0;16;0;0;0;8;16;0;0;4;20
21168;Chevannay;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;5;16;0;0;5;0
21169;Chevannes;0;0;0;0;0;0;0;0;0;0;8;8;0;0;12;4;0;0;0;12;0;0;12;4;0;0;20;16;0;0;20;20
21170;Chevigny-en-Valière;0;0;0;0;0;0;5;5;0;0;5;0;0;0;25;10;0;0;0;50;0;0;50;10;0;0;40;30;0;0;60;50
21171;Chevigny-Saint-Sauveur;0;0;13;3;12;0;87;47;24;8;396;217;23;27;639;821;9;86;337;1401;94;29;966;237;115;67;1070;1331;39;67;1462;1469
21172;Chivres;0;0;5;0;0;0;0;5;0;0;0;5;0;0;28;9;0;0;5;28;0;0;19;0;0;0;33;52;0;5;42;47
21173;Chorey-les-Beaune;0;0;30;10;0;0;10;5;5;0;25;5;0;5;20;61;0;0;10;51;5;0;51;15;0;5;81;56;5;5;106;66
21175;Cirey-lès-Pontailler;0;0;0;0;0;0;0;0;0;0;9;0;0;5;9;23;0;0;5;9;0;0;23;14;0;0;5;14;0;0;37;9
21176;Civry-en-Montagne;0;0;10;0;0;0;0;0;0;0;0;10;0;0;5;10;0;0;5;0;0;0;10;5;0;0;5;20;0;0;10;20
21177;Clamerey;0;0;8;4;0;0;4;0;0;0;0;8;0;0;8;20;0;0;4;20;0;0;16;0;0;0;25;37;0;0;29;4
21178;Clémencey;0;0;4;0;0;0;0;0;0;0;8;4;0;0;4;12;0;0;8;4;0;0;8;8;0;0;16;12;0;0;12;24
21179;Clénay;0;0;4;0;0;0;16;4;0;0;59;43;0;0;79;63;0;0;28;115;0;0;59;12;0;0;71;63;0;0;111;123
21180;Cléry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;5;0;0;20;10;0;0;15;25;0;0;10;30
21181;Clomot;0;0;10;5;0;0;0;0;0;0;0;0;0;0;10;5;0;0;0;19;0;0;5;0;0;0;24;19;0;0;10;14
21182;Collonges-lès-Bévy;0;0;0;0;0;0;10;0;0;0;5;0;0;0;5;0;0;0;0;10;0;0;20;5;0;0;0;5;0;0;10;20
21183;Collonges-lès-Premières;0;0;0;0;0;0;10;10;0;0;19;24;5;5;53;53;0;0;5;72;5;5;106;19;5;5;82;72;0;0;183;106
21184;Colombier;0;0;0;0;0;0;0;4;0;0;4;4;0;0;0;0;0;0;4;4;4;0;0;4;0;0;4;0;0;0;9;4
21185;Combertault;0;0;0;0;5;0;10;0;0;0;45;10;0;0;20;25;0;0;5;70;0;0;45;15;0;0;45;45;0;0;125;85
21186;Comblanchien;0;0;8;4;0;0;4;0;0;0;28;8;4;0;12;16;0;4;20;68;12;0;92;32;0;16;68;72;0;0;76;120
21187;Commarin;0;0;15;0;0;0;4;0;0;0;15;8;0;0;0;4;0;0;0;11;0;0;0;4;0;0;11;11;0;0;11;11
21189;Corberon;0;0;0;0;0;0;15;5;0;0;10;20;0;0;25;45;0;0;10;60;0;0;65;10;0;0;15;20;0;0;70;80
21190;Corcelles-les-Arts;0;0;5;0;5;0;15;15;0;0;15;15;0;0;30;20;0;0;10;50;0;5;30;20;0;5;59;54;0;0;80;40
21191;Corcelles-lès-Cîteaux;0;0;5;0;0;0;25;0;0;0;46;15;0;5;20;76;0;0;35;81;0;0;86;15;0;0;91;96;0;5;96;121
21192;Corcelles-les-Monts;0;0;5;0;0;0;30;5;0;0;35;50;0;0;40;50;0;5;10;30;0;0;35;0;10;0;100;110;0;5;75;60
21193;Corgengoux;0;0;0;0;0;0;17;25;0;0;17;4;8;0;17;33;0;0;0;21;0;0;25;17;0;0;54;33;0;4;46;66
21194;Corgoloin;0;0;0;5;0;0;40;5;0;0;25;10;0;0;45;80;0;5;30;115;5;10;140;30;5;5;65;65;5;0;80;115
21195;Cormot-le-Grand;0;0;0;0;0;0;10;0;0;0;10;0;0;0;10;10;0;0;5;10;0;0;10;10;0;0;24;19;0;5;19;5
21196;Corpeau;0;0;0;8;0;0;31;20;0;0;8;0;4;0;47;51;0;8;16;90;28;8;153;55;12;4;94;83;0;12;75;165
21197;Corpoyer-la-Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8;4;0;0;4;0;0;0;4;0
21198;Corrombles;0;0;0;0;0;0;5;5;0;0;5;0;0;0;10;15;0;0;0;25;0;0;20;0;0;0;44;20;0;0;54;34
21199;Corsaint;0;0;15;0;0;0;0;0;0;0;5;10;0;0;10;19;0;0;0;5;0;0;0;0;5;0;15;19;0;5;24;29
21200;Couchey;0;0;15;0;0;0;10;25;0;0;45;20;5;5;96;96;0;5;30;96;0;0;96;25;0;5;131;177;0;5;116;161
21201;Coulmier-le-Sec;0;0;0;5;0;0;0;0;0;0;10;0;5;0;5;15;0;0;0;35;0;0;25;5;0;5;45;25;0;0;65;40
21202;Courban;5;5;5;5;0;0;5;0;0;0;0;0;0;0;5;5;0;0;0;25;5;0;20;5;0;0;10;20;0;0;35;15
21203;Courcelles-Frémoy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;16;0;0;32;11;5;5;16;5;0;0;11;11
21204;Courcelles-lès-Montbard;0;0;4;0;0;0;0;0;0;0;8;0;0;0;4;8;0;0;0;4;0;0;12;8;0;4;4;8;0;0;4;12
21205;Courcelles-lès-Semur;0;0;8;0;0;0;8;4;0;0;8;4;0;0;0;16;0;0;4;29;0;0;41;0;0;0;16;25;0;0;33;45
21207;Courlon;0;0;0;4;0;0;0;0;0;0;8;0;0;0;4;0;0;0;8;12;0;0;4;4;0;0;4;12;0;0;8;16
21208;Courtivron;0;0;0;0;0;0;0;5;0;0;15;0;0;0;15;15;0;0;5;5;0;0;10;0;0;5;25;30;0;0;25;20
21209;Couternon;0;0;8;8;0;0;28;16;0;0;153;93;0;8;121;153;0;0;65;157;8;0;85;24;16;8;137;157;4;8;270;327
21210;Créancey;0;0;10;0;10;5;21;10;0;0;21;10;0;0;26;46;0;5;5;46;0;5;72;5;0;5;31;41;0;10;77;72
21211;Crécey-sur-Tille;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;10;0;0;30;0;0;0;30;45;0;0;15;5
21212;Crépand;0;0;5;5;0;0;5;0;0;0;10;5;0;0;16;21;0;0;0;31;0;0;41;21;0;10;47;36;0;0;47;47
21213;Crimolois;0;0;4;4;4;4;12;0;0;0;29;8;0;0;41;62;4;4;41;95;0;0;58;0;0;0;78;83;0;4;95;161
21214;Crugey;0;0;0;0;0;0;8;4;0;0;0;0;0;0;4;12;0;0;0;28;0;0;40;0;4;0;28;28;0;0;20;16
21215;Cuiserey;0;0;5;5;0;0;0;0;0;0;5;5;0;0;0;5;0;0;19;14;0;0;14;14;0;0;19;9;0;0;24;28
21216;Culètre;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;0;0;0;4;25;0;0;8;4;0;0;12;8;0;0;16;12
21217;Curley;0;0;0;0;0;0;4;0;0;0;8;8;0;0;12;4;0;0;0;23;4;0;16;0;0;0;12;12;0;0;16;12
21218;Curtil-Saint-Seine;0;0;0;0;0;0;0;0;0;0;14;14;0;0;5;10;0;0;5;10;0;0;10;10;0;0;5;5;0;0;29;19
21219;Curtil-Vergy;0;0;0;0;0;0;4;9;0;4;9;9;0;0;9;9;0;0;0;4;0;0;4;4;0;4;13;13;0;0;35;13
21220;Cussey-les-Forges;0;0;5;0;0;0;0;5;0;0;0;0;0;0;5;20;0;0;5;5;0;0;10;0;0;0;15;20;0;0;25;20
21221;Cussy-la-Colonne;0;0;0;0;0;0;0;0;0;0;0;5;0;0;10;0;0;0;0;5;0;0;10;0;5;10;0;0;0;0;20;15
21222;Cussy-le-Châtel;0;0;10;0;0;0;0;0;0;0;5;0;0;0;5;5;0;0;0;10;0;0;5;5;0;0;15;25;0;0;15;5
21223;Daix;0;0;5;0;5;0;54;15;5;0;105;104;0;0;103;90;0;5;20;85;0;0;60;5;15;5;189;200;0;5;175;223
21224;Dampierre-en-Montagne;0;0;15;5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;5;0;10;10;0;0;15;5
21225;Dampierre-et-Flée;0;0;4;0;0;0;8;0;0;0;0;0;0;0;8;4;0;0;0;25;0;0;8;0;0;0;30;25;0;0;30;13
21226;Darcey;0;0;0;0;0;0;20;5;0;0;0;10;0;0;15;5;0;0;10;40;5;0;15;10;0;0;45;45;0;0;50;65
21227;Darois;0;0;0;0;0;0;5;0;0;0;23;19;0;0;46;28;0;0;0;19;0;0;14;5;0;0;75;119;5;0;51;37
21228;Détain-et-Bruant;0;0;5;0;5;0;5;0;0;0;10;0;0;0;0;15;0;0;5;10;0;0;10;0;0;0;15;10;0;0;10;30
21229;Diancey;0;0;0;0;5;5;0;0;0;0;5;0;0;0;5;10;0;0;0;0;0;0;5;5;0;0;10;10;0;0;20;0
21230;Diénay;0;0;0;0;0;0;10;0;0;0;19;5;0;0;29;34;0;5;0;29;0;0;24;5;0;0;39;34;0;0;24;82
21231;Dijon;4;0;80;17;365;98;1981;724;551;403;7668;6255;650;646;9109;10356;595;1868;5273;13769;2028;675;8853;1810;1486;1192;10690;16763;2148;3158;21013;23528
21232;Dompierre-en-Morvan;0;0;5;0;0;0;10;0;0;0;5;5;0;0;20;10;0;0;5;35;0;0;30;0;0;0;25;15;0;0;25;20
21233;Drambon;0;0;4;4;0;0;4;4;0;0;4;0;0;0;16;16;0;0;8;24;0;0;16;0;0;0;4;0;0;0;28;36
21234;Drée;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;9;0;0;0;4;4;0;0;9;9;0;0;4;4
21235;Duesme;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;5;9;0;0;9;5
21236;Ébaty;0;0;5;0;0;0;5;0;0;0;5;5;0;0;10;15;0;0;0;40;0;0;60;0;0;0;10;20;0;0;35;45
21237;Échalot;0;0;10;5;0;0;5;0;0;0;0;0;0;0;5;5;0;5;5;10;0;0;10;5;0;0;15;5;0;5;20;5
21238;Échannay;0;0;0;0;0;0;9;0;0;0;0;0;0;0;4;4;0;0;9;9;0;0;4;0;4;0;17;22;0;0;13;26
